"simplified";"traditional";"pinyin";"description"
"兰豆";"蘭豆";"laan1 dau4";"豆科豌豆属下一种（学名：Pisum sativum），一年或两年生缠绕草本，花呈白色或紫红色，荚果长椭圆形或扁形，种子多为青绿色，有圆粒或皱皮粒。又读laang1豆，或又叫“荷兰豆”。（图自：https://commons.wikimedia.org/wiki/File:Doperwt_rijserwt_peulen_Pisum_sativum.jpg）"
"荷兰豆";"荷蘭豆";"ho4 laan1 dau4";"见“兰豆”。"
"翻斗车";"翻斗車";"faan1 dau2 ce1";"可通过液压或机械举升而自行卸载货物的车辆。"
"分茅岭";"分茅嶺";"fan1 maau4 leng2";"汉伏波将军马援平交趾后铸铜柱于此岭，有学者认为分茅岭即十万大山。"
"北部湾大学";"北部灣大學";"bak1 bu4 waan1 daai4 hok4";"钦州市的一所高等学校，其前身为钦州学院。"
"抛刀花";"拋刀花";"paau1 dau1 faa1";"指抗战时期日寇将小孩抛于空中用刀刺死的酷刑。"
"食屎屙饭";"食屎屙飯";"sik4 si2 o1 faan4";"指行事不按常理、不合逻辑。"
"吊机";"吊機";"diu3 gi1";"起重机。"
"𢳂金";"𢳂金";"bat1 gam1";"指很轻易就能获得大量财富的渠道：只只月都问攞咁多钱，你计我在外头～啊？"
"离千百尺远";"離千百尺遠";"li4 cin1 baak3 cek3 jin2";"距离很远，还差得远。"
"冯敏昌";"馮敏昌";"fung4 man2 coeng1";"冯敏昌（1747—1806年）,字伯求，号鱼山，钦州大寺镇马岗村人，曾为乾隆进士、翰林编修、户部主事、刑部河南司主事，诰授奉政大夫。"
"黄明堂";"黃明堂";"wong4 ming4 tong4";"黄明堂（1866—1938年），字德新，钦州大寺镇人，中国近代民主革命家，曾领导镇南关起义、云南河口起义。"
"刘思裕";"劉思裕";"lau4 sli1 ji4";"刘思裕（1868—1907年），钦州那彭镇凤凰岗村人，起义军首领，在“三那”抗捐斗争中壮烈牺牲。"
"三那";"三那";"slaam1 naa4";"那丽、那彭、那思的合称。"
"丹竹江";"丹竹江";"daan1 zuk1 gong1";"大风江的一条支流，源于钦州那丽， 向东南流至钦州、合浦交界，沿县界向西南流入大风江口入海。"
"茅婆鸡";"茅婆雞";"maau4 po4 gai1";"褐翅鸦鹃，体长40-52厘米，嘴粗厚、黑色，尾长而宽，凸尾，通体除两翅、肩和肩内侧为栗色外全为黑色。"
"龙狗";"龍狗";"lung4 gau2";"狐狸的俗称。"
"牛蝗";"牛蝗";"ngau4 wong4";"即菲牛蛭，又称金边蚂蟥，生活在水田、水沟或池塘里，主要吸食人、畜血液。"
"江边哭";"江邊哭";"gong1 bin1 huk1";"杜鹃花的俗称。"
"扶桑花";"扶桑花";"fu4 slong1 faa1";"朱槿。"
"扫把草";"掃把草";"slau3 baa2 cau2";"岗松，又称扫把枝，桃金娘目桃金娘科植物，砍下其枝条晒干后可捆成扫把。"
"海坪";"海坪";"hoi2 peng4";"海边的滩涂、湿地。"
"朝阳楼";"朝陽樓";"ciu4 joeng4 lau4";"钦州东门城楼，抗战期间被毁。"
"观海楼";"觀海樓";"gun1 hoi2 lau4";"钦州南门城楼，抗战期间被毁。"
"镇远楼";"鎮遠樓";"zan3 jin2 lau4";"钦州西门城楼，抗战期间被毁。"
"天威遥";"天威遙";"tin1 wai1 jiu4";"又名天威路、仙人竉，是唐咸通年间开凿的一条海滨运河。在今广西防城港南部，横切江山半岛而过，是古代从广州缘海南至交趾的交通要道。"
"圩日";"圩日";"hi1 njat4";"赶集日。"
"媁熠熠";"媁熠熠";"wai1 jap1 jap1";"光鲜、美丽的：而家钦州到处都做得～到。"
"节朔";"節朔";"zit3 slok3";"节气，干支历中表示自然节律变化的特定节令。"
"诈嗲";"詐嗲";"zaa3 de2";"故作娇气：想靠～搏错过关系冇有用噶。"
"一癫你去搬砖";"一癲你去搬磚";"ah1 din1 ni2 hi3 bun1 zin1";"字面意义即“你若是傻了，那就去搬砖吧”，常用于否定对方的提议或做法：~！台风就来了仲喊去游水！"
"医好都流口水";"醫好都流口水";"ji1 hau2 du1 lau4 hau2 sui2";"形容人愚蠢、荒唐得无可救药：你冇使理佢啦！佢种人~。"
"精人笑戏，戇人笑屁";"精人笑戲，戇人笑屁";"zing1 njan4 sliu3 hi3, ngong3 njan4 sliu3 pi3";"民间俚语。聪明人看戏发笑，傻子因放屁发笑。"
"瘦狗冇识六月天";"瘦狗冇識六月天";"sau3 gau2 mau2 sik1 luk4 njit4 tin1";"民间俚语，指瘦的人不易觉得天气炎热。"
"人仔细细一肚计";"人仔細細一肚計";"njan4 zai2 slai3 slai3 ah1 tu2 gai3";"形容人小鬼大。"
"公冇离婆，秤冇离砣";"公冇離婆，秤冇離砣";"gung1 mau2 li4 po4, cing3 mau2 li4 to4";"民间俚语，形容两种事物联系紧密、难以分离。"
"耳朵招风，恶过雷公";"耳朵招風，惡過雷公";"nji2 do2 ziu1 fung1, ok3 gwo3 lui4 gung1";"民间俚语，形容人面相凶恶。"
"行船跑马三分命";"行船跑馬三分命";"haang4 sin4 paau2 maa2 slaam1 fan1 meng4";"谚语，指乘船骑马（泛指从事交通运输行业）往往有生命危险，亦形容人奔波劳碌做苦力活。"
"阔猛猛";"闊猛猛";"fut3 maang2 maang2";"形容占地面积大或地势、空间开阔：林湖公园里头～到，行半日冇行得齐。"
"发油激";"髮油激";"faat3 jau4 gik1";"打嗝。"
"郁熟";"鬱熟";"wat1 suk4";"将果蔬放入密闭空间催熟：作嗰𣑦芭蕉放落米缸去～。"
"铁猫";"鐵貓";"tit3 meu1";"老鼠夹，捕兽夹。"
"生矼矼";"生矼矼";"saang1 gung4 gung4";"指食物未熟透的、夹生的或未成熟的：啲番薯仲～，边啲食得了？"
"冯子材";"馮子材";"fung4 zi2 coi4";"冯子材(1818—1903年)，字南干，号萃亭，出生于广东廉州府钦州沙尾村(今属广西钦州沙尾村)，晚清抗法将领、民族英雄。"
"刘冯";"劉馮";"lau4 fung4";"刘永福、冯子材两位民族英雄的合称。"
"七水";"七水";"cat1 sui2";"农历七月初七正午十二点从井、泉打上来的水。"
"入门";"入門";"jap4 mun4";"①足球比赛中进球；②入赘，做上门女婿。"
"红白";"紅白";"hung4 baak4";"手心手背，一种游戏。"
"钱多咬身";"錢多咬身";"cin4 do1 ngaau2 san1";"对挥霍无度、浪费钱财的行为的调侃。"
"十万大山";"十萬大山";"sap4 maan4 daai4 saan1";"钦州、防城北部一线的山脉，由东北向西南延伸至越南。境内有十万大山森林公园。又称“十万山”。"
"差也";"差也";"caa1 jaa2";"（制品等）品质差劣：啊张凳做得真系～，一坐就裂。"
"尽状";"盡狀";"zan4 zong4";"节制的，适时、适量的：你都冇～噶嗱，食咁多荔枝落去"
"该煨";"該煨";"goi1 wui1";"活该倒楣，活该遭殃。"
"岭𦢊";"嶺𦢊";"leng2 buk4";"①岭顶，山顶；②小山包，小山头。"
"得个讲字";"得個講字";"dak1 go3 gong2 zi4";"光说不做的，仅停留在口头阶段未付诸实施的。"
"尖哱哱";"尖哱哱";"zim1 bot1 bot1";"形容很尖锐的样子。"
"烂烂澈澈";"爛爛澈澈";"laan4 laan4 zet4 zet4";"破烂不堪的。"
"靠门";"靠門";"kaau3 mun4";"强行开门，用力撞开门：昨晚佢噶店仔捱贼佬～落屋。。"
"天亮㿰㿰";"天亮㿰㿰";"tin1 loeng3 ngaau1 ngaau1";"①天色晴朗的；②光天化日：~到贼佬都敢出来偷嘢。"
"放跌";"放跌";"fong3 dit3";"放倒。"
"鯆鱼";"鯆魚";"pu4 nji4";"魟鱼、鳐鱼等盘状语的通称。"
"录像头";"錄像頭";"luk1 zoeng4 tau4";"监控摄像头。"
"三都八峒";"三都八峒";"slaam1 du1 baat3 dung4";"明、清朝时钦州西部与越南接壤的如昔都、时罗都、贴浪都，如昔峒、时罗峒、贴浪峒、思勒峒、河渊峒、罗浮峒、澌凛峒、古森峒合称“三都八峒”，三都八峒为中国固有领土。"
"𪘞牙";"𪘞牙";"saau3 ngaa4";"龅牙。"
"犯佬";"犯佬";"faan4 lau2";"（服刑中的）罪犯。"
"做海佬";"做海佬";"zu3 hoi2 lau2";"靠海为生的人，（出海）打鱼的人，渔民。"
"慢慢望";"慢慢望";"maan4 maan4 mong4";"仔细看：佢～都冇算难睇。"
"㥛气嗷嗷";"㥛氣嗷嗷";"gik4 hi3 ngeu1 ngeu1";"怒甚貌。"
"捱执";"捱執";"ngaai4 zap1";"领导干部、官员落马。"
"出烟";"出煙";"cat1 jin1";"冒烟，腾起烟雾：灶边做乜～嗰？系冇系烧燶煲了？"
"魂魄冇齐";"魂魄冇齊";"wan4 paak3 mau2 cai4";"惊魂未定，大惊失色：吓得佢～。"
"𢴬嘢";"𢴬嘢";"baan3 nje2";"摔东西：佢两公婆一争交就～。"
"牛閪螺";"牛閪螺";"ngau4 hai1 lo4";"大河蚌。"
"扭笔机";"扭筆機";"nau2 bat1 gi1";"手摇式转笔刀。又叫“绞笔机”、“研笔机”。"
"绞笔机";"絞筆機";"geu2 bat1 gi1";"手摇式转笔刀。又叫“扭笔机”、“研笔机”。"
"研笔机";"研筆機";"ngen4 bat1 gi1";"手摇式转笔刀。又叫“扭笔机”、“绞笔机”。"
"死食烂饮";"死食爛飲";"sli2 sik4 laan4 njam2";"拼命地胡吃海喝，追求吃喝享乐。"
"抢唏唅";"搶唏唅";"coeng2 hi4 ham4";"疯狂抢购或互相争抢：今朝早超市猪肉减价促销，大家～去。"
"𨂵落泥格";"𨂵落泥格";"cap4 lok4 nai4 gaak3";"在地上被践踏，比喻受尽他人的欺辱。"
"搡星";"搡星";"slong2 sling1";"特别能折腾，特别不安分的人。"
"搞嘥";"搞嘥";"gaau2 slaai1";"浪费：食几多𢳂几多，冇要～啲谷米去。"
"谷米";"穀米";"guk1 mai2";"稻米，泛指粮食。"
"地洞";"地洞";"di4 dung4";"隧道，地下通道。"
"癫癫废废流鼻涕，坐架单车冇有掣，撞到人冇赔医药费";"癲癲廢廢流鼻涕，坐架單車冇有掣，撞到人冇賠醫藥費";"din1 din1 fai3 fai3 lau4 bit4 tai3,co2 gaa3 daan1 ce1 mau2 jau2 zai3,zong4 dau3 njan4 mau2 pui4 ji1 joek4 fai3";"钦州童谣。"
"车头灯";"車頭燈";"ce1 tau4 dang1";"汽车前大灯。"
"桂哥";"桂哥";"gwai3 go1";"桂林米粉的俗称。"
"烟仔头";"煙仔頭";"jin1 zai2 tau4";"烟蒂。"
"何顷";"何頃";"ho4 king2";"数量多，不可计数：钱啊嘛，我~！"
"一时时";"一時時";"ah1 si4 si4";"一阵一阵地，时不时地：我啲网络有啲卡，~噶。"
"食食耍耍";"食食耍耍";"sik4 sik4 saa2 saa2";"吃喝玩乐。"
"对书";"對書";"dui3 si1";"恰当，正确，靠谱：冇～。"
"心大心细";"心大心細";"slam1 daai4 slam1 slai3";"心情忐忑不安，担心：冇记得今日出屋时关未关煤气，害得我一日长~到。"
"顺遂";"順遂";"san4 slui4";"祝福语，意指诸事如意。"
"吊㢥埞";"吊㢥埞";"diu3 dung4 deng4";"悬吊着的样子：条嘢~到，睇到好惊哦！"
"街佬";"街佬";"gaai1 lau2";"城里人。"
"湴浡浡";"湴浡浡";"baang4 bot4 bot4";"非常泥泞的样子。"
"定啲";"定啲";"ding4 di1";"淡定，稳住：你～，冇要狂。"
"定到";"定到";"ding4 dau3";"扶稳，扶住：帮我～架梯。"
"大饼";"大餅";"daai4 beng2";"通常指个头较大的广式月饼，多以五仁叉烧为馅料，单饼重量可达一两斤以上。"
"天灯";"天燈";"tin1 dang1";"孔明灯：放～。"
"崩崩败败";"崩崩敗敗";"bang1 bang1 baai4 baai4";"形容残破荒凉的景象：啲旧屋～到。"
"好嘢沉归底";"好嘢沉歸底";"hau2 nje2 cam4 gwai1 dai2";"比喻好的东西会留在最后：仲剩啲仔汤饮齐去喂！~哦！"
"天冷衫";"天冷衫";"tin1 laang2 saam1";"御寒衣物。"
"猪脚䠟";"豬腳䠟";"zi1 goek3 dep3";"猪蹄尖。"
"滑溜";"滑溜";"waat4 lau3";"顺滑。"
"检体";"檢體";"gim2 tai2";"体检。"
"𰲊色";"𰲊色";"au2 sik1";"（深）紫色。"
"姼嬷";"姼嬷";"daai1 maa1";"阿嬷、阿婆，亦泛指老妇。"
"床姼嬤";"牀姼嬤";"cong4 daai1 maa1";"传说中床的守护神。"
"嬷姼";"嬷姼";"maa1 daai1";"阿嬷、阿婆，亦泛指老妇。"
"月姼姼";"月姼姼";"njit4 daai1 daai1";"月婆婆，月亮之人格化：八月十五拜~。"
"舅公𤕔";"舅公𤕔";"kau2 gung1 zaa1";"即舅公，母之舅。"
"骨碟";"骨碟";"gwat1 dip4";"盛鱼骨、鸡骨等食物残渣的大碟。"
"味碟";"味碟";"mi4 dip4";"盛酱油等调味料的小碟子。"
"不遱";"不遱";"bat1 lau1";"一向（如此）：～都係噉子。"
"大纸";"大紙";"daai4 zi2";"待补"
"大排档";"大排檔";"daai4 paai4 dong3";"见“大牌档”。"
"得把嘴";"得把嘴";"dak1 baa2 zui2";"只会说空话。例句：你信佢讲三四，那种人就~。同义词：得把口。"
"做死";"做死";"zu3 sli2";"①弄死，杀死：～佢；②劳作而死，喻指拼命工作：～冇揾得餐食。"
"狗双褦";"狗雙褦";"gau2 song1 neng3";"指两只狗交配的动作。"
"枸杞菜";"枸杞菜";"gau2 gi2 coi3";"枸杞的叶子或者枸杞的芽，可用于凉拌、煲汤、制作肉馅、炒肉等。"
"吓惊";"嚇驚";"haak3 geng1";"使人害怕的，吓人的：你走路冇有声音噶咩？～死我嘹！"
"电筒";"電筒";"din4 tung4";"手电筒。"
"日子长";"日子長";"njat4 zi2 coeng4";"指昼长夜短的自然现象，昼短夜长则被称为“日子短”。"
"打死疙瘩";"打死疙瘩";"daa2 sli2 gat4 dat4";"打死结。"
"好好";"好好";"hau2 hau2";"完好的，未使用过的，原封不动的：我哋屋己人都冇钟意食月饼，旧年嘅月饼仲～跟啲。"
"亲亲";"親親";"can1 can1";"至亲的，有血缘关系的亲戚：～两姊妹。"
"家庭报告";"家庭報吿";"gaa1 ting4 bau3 gau3";"学期结束后，学校给学生开具的学业总结，主要包括学生各科成绩和教师评语等内容。"
"双百";"雙百";"song1 baak3";"一般指考试中语文、数学同时取得满分的成绩。"
"面上";"面上";"min4 soeng2";"表面，外层的：～嗰层煏燶咯！"
"昨日";"昨日";"zo4 njat4";"昨天"
"出国";"出國";"cat1 gwok3";"对头上长包的戏称。"
"大王";"大王";"daai4 wong4";"霸道，蛮不讲理。"
"康基田";"康基田";"hong1 gi1 tin4";"康基田（1728—1813年），字仲耕，号茂园，山西兴县人。乾隆二十二年（1757年）进士，授江苏新阳知县，调浙江昭文，为令几十年，迁广东潮州通判，曾任廉州知府，民间称其为康太府，传说其深谙奇门八卦、风水命理。"
"大孙哥";"大孫哥";"daai4 slin1 go1";"辈份排行第一的侄子。"
"担水";"擔水";"daam1 sui2";"挑水。"
"髦哥";"髦哥";"mau1 go1";"爱出风头的人，爱炫耀的人。"
"飒亮";"颯亮";"slaap3 loeng3";"闪闪发光的。"
"瘕痰";"瘕痰";"haa1 taam4";"痰液。"
"饿钱";"餓錢";"ngo4 cin4";"贪财，见钱眼开的。"
"三不要地";"三不要地";"slaam1 bat1 jiu3 di4";"在分茅岭北，连接十万大山，有三村曰白鸡、白鸽、白滩，土名北仑，与越南之河口接壤，清末时为钦州直隶州所辖。该地区旧时地处蛮荒，所谓“三不要地”，即广西不要，广东不要，安南不要。"
"乌雷岭";"烏雷嶺";"wu1 lui4 leng2";"乌雷岭，又称凤凰岭、丝螺岭、兵防大岭。位于三娘湾西南面约2公里处，由5个山峰组成，高度最大为100.8米"
"打到钦州正食朝";"打到欽州正食朝";"daa2 dau3 ham1 zau1 zing3 sik4 ziu1";"相传是对越自卫反击战期间越南军队的动员口号，意为打到钦州再吃早饭。"
"坐月";"坐月";"co2 njit4";"坐月子。"
"木鳖子";"木鱉子";"muk4 bit3 zi2";"①葫芦科苦瓜属的一种植物(Momordica cochinchinensis)，多年生草质藤本，夏季开淡黄色雌雄异株单性花，果实长椭形带众多软刺、成熟呈红色，种子微毒。因种子形似木制水鱼得名；②指该植物的果实，果肉可作为糕点原料：～䊦；③指该植物的种子，微毒，用作中药。"
"木鳖子䊦";"木鱉子䊦";"muk4 bit3 zi2 et3";"木鳖子果为原料做成的䊦，实心、形圆、色红，顶上有十字形浅裂。"
"牛索";"牛索";"ngau4 slok3";"牵牛用的绳子。"
"开边";"開邊";"hoi1 bin1";"成为两半：捉只西瓜破～去。"
"大眼廓";"大眼廓";"daai4 ngaan2 kwaak3";"即“大眼鸡”。"
"开名";"開名";"hoi1 ming4";"公开姓名，指名道姓：今早捱领导在大会上～闹，丢丑人哦！"
"快相";"快相";"faai3 sloeng3";"在数码相机刚兴起的年代，数码相机所照的相片因能直接打印得到，所以被称为“快相”。而与之相对，用胶片相机照相则要通过一定的时间冲晒才能得到照片，被称为“慢相”。"
"土地八公";"土地八公";"tu2 di4 baat3 gung1";"土地公，土地爷。"
"来猫穷，来狗富";"來貓窮，來狗富";"loi4 meu1 kung4,loi4 gau2 fu3";"钦州民间有人认为，流浪猫来到家里会带来贫穷，流浪狗来到家里则会带来财运。"
"鸡罩蚊帐";"雞罩蚊帳";"gai1 zaau3 man1 zoeng3";"蒙古包蚊帐。"
"饿冇洗，饱冇剃";"餓冇洗，飽冇剃";"ngo4 mau2 slai2,baau2 mau2 tai3";"钦州俗语，意为肚子饿的时候不宜洗澡，饱的时候不宜理发。"
"爩蚊虫";"爩蚊蟲";"wat1 man1 cung4";"用蚊香、药剂等杀灭或驱走蚊子。"
"澧江";"澧江";"lai2 gong1";"钦江之别称。"
"天熠眼";"天熠眼";"tin1 jap1 ngaan2";"闪电。"
"老尸老餲";"老尸老餲";"lau2 si1 lau2 ngaat3";"形容年纪大了或年老色衰。"
"雷公喊䪯䪯";"雷公喊䪯䪯";"lui4 gung1 haam3 ang4 ang4";"雷声轰鸣，雷声大作。"
"泥煲";"泥煲";"nai4 bau1";"砂锅，陶锅。"
"潮水上";"潮水上";"ciu4 sui2 soeng2";"涨潮，与之相对，“退潮”则称“潮水落”。"
"红桃茄";"紅桃茄";"hung4 tau4 ke1";"玫瑰茄，洛神花（Hibiscus sabdariffa）之果实，可浸酒。"
"胶泥";"膠泥";"gaau1 nai4";"（玩具）橡皮泥。"
"𰻖路";"竉路";"lung1 lu4";"迷路：在森林里头行~。"
"坠枝";"墜枝";"zeoi4 zi1";"形容瓜果丰收，坠满枝头:今年嗰蔸荔枝打~去。"
"搂𦢊";"摟𦢊";"lau1 buk4";"形容找打，自讨苦吃。"
"太阳花";"太陽花";"taai3 joeng4 faa1";"大花马齿苋（Portulaca grandiflora），植株矮小，茎、叶肉质光洁，花色丰艳，花期长。由于它具有见阳光开花的习性，早、晚和阴天花朵闭台，阳光愈强，开花愈好，敞有太阳花、午时花之名。"
"假草莓";"";"gaa2 cau2 mui4";"即覆盆子，是一种蔷薇科悬钩子属的木本植物，钦州乡间常见的野果，果实味道酸甜，植株的枝干上长有倒钩刺。"
